job_no,job_type_prediction
Id-17965,Clinical Research
Id-17969,"Pharmaceutical, Healthcare and Medical Sales"
Id-17971,"Pharmaceutical, Healthcare and Medical Sales"
Id-17974,"Pharmaceutical, Healthcare and Medical Sales"
Id-17977,"Pharmaceutical, Healthcare and Medical Sales"
Id-17979,Clinical Research
Id-17984,Clinical Research
Id-17988,Clinical Research
Id-17998,"Pharmaceutical, Healthcare and Medical Sales"
Id-18003,"Pharmaceutical, Healthcare and Medical Sales"
Id-18005,Clinical Research
Id-18006,Clinical Research
Id-18009,Clinical Research
Id-18010,Clinical Research
Id-18012,Science
Id-18013,"Pharmaceutical, Healthcare and Medical Sales"
Id-18014,Manufacturing & Operations
Id-18015,Clinical Research
Id-18017,Clinical Research
Id-18023,Clinical Research
Id-18026,"Pharmaceutical, Healthcare and Medical Sales"
Id-18027,Clinical Research
Id-18028,"Pharmaceutical, Healthcare and Medical Sales"
Id-18031,Manufacturing & Operations
Id-18032,Science
Id-18033,Clinical Research
Id-18038,Clinical Research
Id-18041,Clinical Research
Id-18043,Science
Id-18046,Clinical Research
Id-18048,Clinical Research
Id-18054,Science
Id-18055,"Pharmaceutical, Healthcare and Medical Sales"
Id-18059,Science
Id-18060,"Pharmaceutical, Healthcare and Medical Sales"
Id-18064,"Pharmaceutical, Healthcare and Medical Sales"
Id-18066,"Pharmaceutical, Healthcare and Medical Sales"
Id-18067,"Pharmaceutical, Healthcare and Medical Sales"
Id-18070,"Pharmaceutical, Healthcare and Medical Sales"
Id-18071,Science
Id-18073,"Pharmaceutical, Healthcare and Medical Sales"
Id-18076,"Pharmaceutical, Healthcare and Medical Sales"
Id-18078,Clinical Research
Id-18079,"Pharmaceutical, Healthcare and Medical Sales"
Id-18080,"Pharmaceutical, Healthcare and Medical Sales"
Id-18081,Science
Id-18082,Science
Id-18083,Manufacturing & Operations
Id-18084,Clinical Research
Id-18087,Science
Id-18088,"Pharmaceutical, Healthcare and Medical Sales"
Id-18089,Clinical Research
Id-18090,Clinical Research
Id-18095,Clinical Research
Id-18098,Clinical Research
Id-18099,Clinical Research
Id-18101,Manufacturing & Operations
Id-18102,"Pharmaceutical, Healthcare and Medical Sales"
Id-18104,Clinical Research
Id-18110,Science
Id-18113,Clinical Research
Id-18114,Clinical Research
Id-18120,Clinical Research
Id-18121,Clinical Research
Id-18124,Clinical Research
Id-18126,"Pharmaceutical, Healthcare and Medical Sales"
Id-18128,Clinical Research
Id-18132,Clinical Research
Id-18133,Science
Id-18134,Clinical Research
Id-18135,"Pharmaceutical, Healthcare and Medical Sales"
Id-18137,Science
Id-18138,Clinical Research
Id-18141,Science
Id-18142,Clinical Research
Id-18143,"Pharmaceutical, Healthcare and Medical Sales"
Id-18145,Clinical Research
Id-18148,Clinical Research
Id-18152,"Pharmaceutical, Healthcare and Medical Sales"
Id-18153,Clinical Research
Id-18160,"Pharmaceutical, Healthcare and Medical Sales"
Id-18168,Clinical Research
Id-18170,Science
Id-18172,"Pharmaceutical, Healthcare and Medical Sales"
Id-18176,"Pharmaceutical, Healthcare and Medical Sales"
Id-18179,"Pharmaceutical, Healthcare and Medical Sales"
Id-18184,Clinical Research
Id-18187,Clinical Research
Id-18188,Manufacturing & Operations
Id-18189,Clinical Research
Id-18196,"Pharmaceutical, Healthcare and Medical Sales"
Id-18200,Clinical Research
Id-18204,Clinical Research
Id-18207,Clinical Research
Id-18209,Clinical Research
Id-18211,Clinical Research
Id-18212,Clinical Research
Id-18218,"Pharmaceutical, Healthcare and Medical Sales"
Id-18220,Clinical Research
Id-18221,Clinical Research
Id-18228,Clinical Research
Id-18233,"Pharmaceutical, Healthcare and Medical Sales"
Id-18238,"Pharmaceutical, Healthcare and Medical Sales"
Id-18241,"Pharmaceutical, Healthcare and Medical Sales"
Id-18242,Clinical Research
Id-18243,Clinical Research
Id-18245,Science
Id-18252,"Pharmaceutical, Healthcare and Medical Sales"
Id-18255,"Pharmaceutical, Healthcare and Medical Sales"
Id-18256,Clinical Research
Id-18258,Science
Id-18261,Science
Id-18262,Clinical Research
Id-18265,"Pharmaceutical, Healthcare and Medical Sales"
Id-18266,Clinical Research
Id-18267,Clinical Research
Id-18268,Clinical Research
Id-18270,"Pharmaceutical, Healthcare and Medical Sales"
Id-18271,"Pharmaceutical, Healthcare and Medical Sales"
Id-18274,Manufacturing & Operations
Id-18277,"Pharmaceutical, Healthcare and Medical Sales"
Id-18279,Clinical Research
Id-18280,"Pharmaceutical, Healthcare and Medical Sales"
Id-18283,"Pharmaceutical, Healthcare and Medical Sales"
Id-18284,Manufacturing & Operations
Id-18288,Clinical Research
Id-18289,Clinical Research
Id-18292,Manufacturing & Operations
Id-18293,"Pharmaceutical, Healthcare and Medical Sales"
Id-18295,"Pharmaceutical, Healthcare and Medical Sales"
Id-18297,"Pharmaceutical, Healthcare and Medical Sales"
Id-18299,Science
Id-18300,"Pharmaceutical, Healthcare and Medical Sales"
Id-18302,"Pharmaceutical, Healthcare and Medical Sales"
Id-18303,"Pharmaceutical, Healthcare and Medical Sales"
Id-18307,"Pharmaceutical, Healthcare and Medical Sales"
Id-18309,Clinical Research
Id-18310,Clinical Research
Id-18316,Clinical Research
Id-18318,"Pharmaceutical, Healthcare and Medical Sales"
Id-18319,Clinical Research
Id-18320,"Pharmaceutical, Healthcare and Medical Sales"
Id-18321,"Pharmaceutical, Healthcare and Medical Sales"
Id-18322,"Pharmaceutical, Healthcare and Medical Sales"
Id-18326,Clinical Research
Id-18327,"Pharmaceutical, Healthcare and Medical Sales"
Id-18329,"Pharmaceutical, Healthcare and Medical Sales"
Id-18332,Clinical Research
Id-18333,Manufacturing & Operations
Id-18335,Science
Id-18338,"Pharmaceutical, Healthcare and Medical Sales"
Id-18339,"Pharmaceutical, Healthcare and Medical Sales"
Id-18341,Clinical Research
Id-18342,Clinical Research
Id-18344,"Pharmaceutical, Healthcare and Medical Sales"
Id-18346,Clinical Research
Id-18351,"Pharmaceutical, Healthcare and Medical Sales"
Id-18352,Clinical Research
Id-18354,"Pharmaceutical, Healthcare and Medical Sales"
Id-18356,"Pharmaceutical, Healthcare and Medical Sales"
Id-18357,Clinical Research
Id-18359,Science
Id-18364,"Pharmaceutical, Healthcare and Medical Sales"
Id-18370,Clinical Research
Id-18372,"Pharmaceutical, Healthcare and Medical Sales"
Id-18375,"Pharmaceutical, Healthcare and Medical Sales"
Id-18376,"Pharmaceutical, Healthcare and Medical Sales"
Id-18377,Clinical Research
Id-18378,Manufacturing & Operations
Id-18384,Clinical Research
Id-18388,Clinical Research
Id-18393,"Pharmaceutical, Healthcare and Medical Sales"
Id-18397,Clinical Research
Id-18399,Clinical Research
Id-18402,"Pharmaceutical, Healthcare and Medical Sales"
Id-18405,Manufacturing & Operations
Id-18406,"Pharmaceutical, Healthcare and Medical Sales"
Id-18407,Science
Id-18408,Clinical Research
Id-18412,Science
Id-18414,Clinical Research
Id-18420,"Pharmaceutical, Healthcare and Medical Sales"
Id-18424,Clinical Research
Id-18428,Science
Id-18435,Science
Id-18436,"Pharmaceutical, Healthcare and Medical Sales"
Id-18438,Clinical Research
Id-18440,"Pharmaceutical, Healthcare and Medical Sales"
Id-18443,"Pharmaceutical, Healthcare and Medical Sales"
Id-18447,"Pharmaceutical, Healthcare and Medical Sales"
Id-18451,"Pharmaceutical, Healthcare and Medical Sales"
Id-18452,Clinical Research
Id-18458,Science
Id-18467,Clinical Research
Id-18470,"Pharmaceutical, Healthcare and Medical Sales"
Id-18471,Clinical Research
Id-18474,"Pharmaceutical, Healthcare and Medical Sales"
Id-18475,Clinical Research
Id-18479,"Pharmaceutical, Healthcare and Medical Sales"
Id-18480,Clinical Research
Id-18484,"Pharmaceutical, Healthcare and Medical Sales"
Id-18485,"Pharmaceutical, Healthcare and Medical Sales"
Id-18486,Clinical Research
Id-18491,Science
Id-18496,Clinical Research
Id-18498,"Pharmaceutical, Healthcare and Medical Sales"
Id-18500,"Pharmaceutical, Healthcare and Medical Sales"
Id-18502,Science
Id-18503,"Pharmaceutical, Healthcare and Medical Sales"
Id-18509,Science
Id-18513,Clinical Research
Id-18527,"Pharmaceutical, Healthcare and Medical Sales"
Id-18528,"Pharmaceutical, Healthcare and Medical Sales"
Id-18530,Clinical Research
Id-18531,"Pharmaceutical, Healthcare and Medical Sales"
Id-18532,Clinical Research
Id-18534,Clinical Research
Id-18537,"Pharmaceutical, Healthcare and Medical Sales"
Id-18540,Clinical Research
Id-18544,"Pharmaceutical, Healthcare and Medical Sales"
Id-18549,Science
Id-18550,Manufacturing & Operations
Id-18553,Clinical Research
Id-18554,Clinical Research
Id-18555,"Pharmaceutical, Healthcare and Medical Sales"
Id-18557,"Pharmaceutical, Healthcare and Medical Sales"
Id-18564,Clinical Research
Id-18566,Clinical Research
Id-18567,Manufacturing & Operations
Id-18570,"Pharmaceutical, Healthcare and Medical Sales"
Id-18571,"Pharmaceutical, Healthcare and Medical Sales"
Id-18581,"Pharmaceutical, Healthcare and Medical Sales"
Id-18582,Clinical Research
Id-18583,Science
Id-18584,Clinical Research
Id-18585,"Pharmaceutical, Healthcare and Medical Sales"
Id-18586,"Pharmaceutical, Healthcare and Medical Sales"
Id-18587,"Pharmaceutical, Healthcare and Medical Sales"
Id-18589,Science
Id-18591,Clinical Research
Id-18593,"Pharmaceutical, Healthcare and Medical Sales"
Id-18595,"Pharmaceutical, Healthcare and Medical Sales"
Id-18598,Clinical Research
Id-18599,"Pharmaceutical, Healthcare and Medical Sales"
Id-18601,Clinical Research
Id-18606,"Pharmaceutical, Healthcare and Medical Sales"
Id-18607,Manufacturing & Operations
Id-18608,"Pharmaceutical, Healthcare and Medical Sales"
Id-18610,"Pharmaceutical, Healthcare and Medical Sales"
Id-18611,Clinical Research
Id-18615,Clinical Research
Id-18616,"Pharmaceutical, Healthcare and Medical Sales"
Id-18618,"Pharmaceutical, Healthcare and Medical Sales"
Id-18619,Clinical Research
Id-18620,"Pharmaceutical, Healthcare and Medical Sales"
Id-18622,Science
Id-18623,Science
Id-18624,"Pharmaceutical, Healthcare and Medical Sales"
Id-18627,Science
Id-18629,Manufacturing & Operations
Id-18632,Science
Id-18633,Science
Id-18634,"Pharmaceutical, Healthcare and Medical Sales"
Id-18637,Medical Information and Pharmacovigilance
Id-18639,Clinical Research
Id-18644,"Pharmaceutical, Healthcare and Medical Sales"
Id-18647,"Pharmaceutical, Healthcare and Medical Sales"
Id-18649,"Pharmaceutical, Healthcare and Medical Sales"
Id-18650,Clinical Research
Id-18652,Clinical Research
Id-18653,"Pharmaceutical, Healthcare and Medical Sales"
Id-18654,Clinical Research
Id-18655,"Pharmaceutical, Healthcare and Medical Sales"
Id-18656,Clinical Research
Id-18659,Clinical Research
Id-18660,"Pharmaceutical, Healthcare and Medical Sales"
Id-18661,Clinical Research
Id-18662,Clinical Research
Id-18667,"Pharmaceutical, Healthcare and Medical Sales"
Id-18668,"Pharmaceutical, Healthcare and Medical Sales"
Id-18671,"Pharmaceutical, Healthcare and Medical Sales"
Id-18672,"Pharmaceutical, Healthcare and Medical Sales"
Id-18674,Clinical Research
Id-18675,Science
Id-18679,"Pharmaceutical, Healthcare and Medical Sales"
Id-18681,"Pharmaceutical, Healthcare and Medical Sales"
Id-18682,Science
Id-18686,"Pharmaceutical, Healthcare and Medical Sales"
Id-18687,Science
Id-18689,Clinical Research
Id-18692,Science
Id-18693,Clinical Research
Id-18697,"Pharmaceutical, Healthcare and Medical Sales"
Id-18700,"Pharmaceutical, Healthcare and Medical Sales"
Id-18702,"Pharmaceutical, Healthcare and Medical Sales"
Id-18703,"Pharmaceutical, Healthcare and Medical Sales"
Id-18707,"Pharmaceutical, Healthcare and Medical Sales"
Id-18708,Clinical Research
Id-18716,Clinical Research
Id-18719,"Pharmaceutical, Healthcare and Medical Sales"
Id-18722,Clinical Research
Id-18724,"Pharmaceutical, Healthcare and Medical Sales"
Id-18728,"Pharmaceutical, Healthcare and Medical Sales"
Id-18729,Clinical Research
Id-18730,"Pharmaceutical, Healthcare and Medical Sales"
Id-18731,Clinical Research
Id-18734,Clinical Research
Id-18737,Clinical Research
Id-18738,Clinical Research
Id-18742,"Pharmaceutical, Healthcare and Medical Sales"
Id-18743,"Pharmaceutical, Healthcare and Medical Sales"
Id-18747,Clinical Research
Id-18748,Clinical Research
Id-18749,Clinical Research
Id-18750,Clinical Research
Id-18751,Clinical Research
Id-18752,Clinical Research
Id-18759,Science
Id-18760,Science
Id-18761,Manufacturing & Operations
Id-18762,"Pharmaceutical, Healthcare and Medical Sales"
Id-18764,"Pharmaceutical, Healthcare and Medical Sales"
Id-18765,Clinical Research
Id-18766,Clinical Research
Id-18770,"Pharmaceutical, Healthcare and Medical Sales"
Id-18776,Science
Id-18787,Science
Id-18789,Clinical Research
Id-18790,Clinical Research
Id-18796,"Pharmaceutical, Healthcare and Medical Sales"
Id-18797,"Pharmaceutical, Healthcare and Medical Sales"
Id-18798,Clinical Research
Id-18799,Clinical Research
Id-18802,Medical Information and Pharmacovigilance
Id-18803,"Pharmaceutical, Healthcare and Medical Sales"
Id-18807,"Pharmaceutical, Healthcare and Medical Sales"
Id-18815,Clinical Research
Id-18817,"Pharmaceutical, Healthcare and Medical Sales"
Id-18820,Science
Id-18822,"Pharmaceutical, Healthcare and Medical Sales"
Id-18823,Clinical Research
Id-18825,Clinical Research
Id-18826,"Pharmaceutical, Healthcare and Medical Sales"
Id-18827,Clinical Research
Id-18828,Clinical Research
Id-18829,Clinical Research
Id-18831,Clinical Research
Id-18833,"Pharmaceutical, Healthcare and Medical Sales"
Id-18837,"Pharmaceutical, Healthcare and Medical Sales"
Id-18843,"Pharmaceutical, Healthcare and Medical Sales"
Id-18844,Clinical Research
Id-18845,Clinical Research
Id-18848,Clinical Research
Id-18852,Clinical Research
Id-18854,"Pharmaceutical, Healthcare and Medical Sales"
Id-18856,"Pharmaceutical, Healthcare and Medical Sales"
Id-18858,Clinical Research
Id-18862,Clinical Research
Id-18863,"Pharmaceutical, Healthcare and Medical Sales"
Id-18864,"Pharmaceutical, Healthcare and Medical Sales"
Id-18865,Clinical Research
Id-18870,"Pharmaceutical, Healthcare and Medical Sales"
Id-18871,"Pharmaceutical, Healthcare and Medical Sales"
Id-18872,Clinical Research
Id-18874,Clinical Research
Id-18879,Science
Id-18881,"Pharmaceutical, Healthcare and Medical Sales"
Id-18884,Clinical Research
Id-18886,"Pharmaceutical, Healthcare and Medical Sales"
Id-18887,"Pharmaceutical, Healthcare and Medical Sales"
Id-18889,Science
Id-18893,Clinical Research
Id-18894,"Pharmaceutical, Healthcare and Medical Sales"
Id-18895,"Pharmaceutical, Healthcare and Medical Sales"
Id-18897,Clinical Research
Id-18898,Clinical Research
Id-18899,Clinical Research
Id-18903,"Pharmaceutical, Healthcare and Medical Sales"
Id-18904,"Pharmaceutical, Healthcare and Medical Sales"
Id-18905,Clinical Research
Id-18908,"Pharmaceutical, Healthcare and Medical Sales"
Id-18909,"Pharmaceutical, Healthcare and Medical Sales"
Id-18911,Clinical Research
Id-18912,"Pharmaceutical, Healthcare and Medical Sales"
Id-18913,"Pharmaceutical, Healthcare and Medical Sales"
Id-18915,"Pharmaceutical, Healthcare and Medical Sales"
Id-18918,"Pharmaceutical, Healthcare and Medical Sales"
Id-18923,Science
Id-18925,"Pharmaceutical, Healthcare and Medical Sales"
Id-18926,Clinical Research
Id-18928,Science
Id-18929,Clinical Research
Id-18931,Clinical Research
Id-18933,Clinical Research
Id-18940,Clinical Research
Id-18942,Clinical Research
Id-18943,"Pharmaceutical, Healthcare and Medical Sales"
Id-18944,Clinical Research
Id-18946,"Pharmaceutical, Healthcare and Medical Sales"
Id-18947,Clinical Research
Id-18948,"Pharmaceutical, Healthcare and Medical Sales"
Id-18951,"Pharmaceutical, Healthcare and Medical Sales"
Id-18957,Manufacturing & Operations
Id-18959,Clinical Research
Id-18961,"Pharmaceutical, Healthcare and Medical Sales"
Id-18965,Clinical Research
Id-18968,Science
Id-18972,"Pharmaceutical, Healthcare and Medical Sales"
Id-18975,"Pharmaceutical, Healthcare and Medical Sales"
Id-18976,Clinical Research
Id-18978,Science
Id-18979,"Pharmaceutical, Healthcare and Medical Sales"
Id-18985,"Pharmaceutical, Healthcare and Medical Sales"
Id-18986,Science
Id-18991,Clinical Research
Id-18994,Clinical Research
Id-18996,"Pharmaceutical, Healthcare and Medical Sales"
Id-19005,"Pharmaceutical, Healthcare and Medical Sales"
Id-19006,"Pharmaceutical, Healthcare and Medical Sales"
Id-19007,"Pharmaceutical, Healthcare and Medical Sales"
Id-19015,"Pharmaceutical, Healthcare and Medical Sales"
Id-19024,"Pharmaceutical, Healthcare and Medical Sales"
Id-19027,"Pharmaceutical, Healthcare and Medical Sales"
Id-19028,Science
Id-19030,Clinical Research
Id-19035,Clinical Research
Id-19036,Clinical Research
Id-19039,"Pharmaceutical, Healthcare and Medical Sales"
Id-19041,"Pharmaceutical, Healthcare and Medical Sales"
Id-19043,"Pharmaceutical, Healthcare and Medical Sales"
Id-19044,Science
Id-19048,Clinical Research
Id-19049,"Pharmaceutical, Healthcare and Medical Sales"
Id-19050,Clinical Research
Id-19054,"Pharmaceutical, Healthcare and Medical Sales"
Id-19058,Clinical Research
Id-19061,Clinical Research
Id-19067,"Pharmaceutical, Healthcare and Medical Sales"
Id-19068,"Pharmaceutical, Healthcare and Medical Sales"
Id-19070,"Pharmaceutical, Healthcare and Medical Sales"
Id-19074,"Pharmaceutical, Healthcare and Medical Sales"
Id-19075,Clinical Research
Id-19076,Clinical Research
Id-19077,Manufacturing & Operations
Id-19078,"Pharmaceutical, Healthcare and Medical Sales"
Id-19079,Clinical Research
Id-19085,"Pharmaceutical, Healthcare and Medical Sales"
Id-19091,Clinical Research
Id-19100,Science
Id-19106,Science
Id-19110,"Pharmaceutical, Healthcare and Medical Sales"
Id-19111,"Pharmaceutical, Healthcare and Medical Sales"
Id-19113,"Pharmaceutical, Healthcare and Medical Sales"
Id-19115,Clinical Research
Id-19117,"Pharmaceutical, Healthcare and Medical Sales"
Id-19118,"Pharmaceutical, Healthcare and Medical Sales"
Id-19119,"Pharmaceutical, Healthcare and Medical Sales"
Id-19122,"Pharmaceutical, Healthcare and Medical Sales"
Id-19123,Clinical Research
Id-19124,"Pharmaceutical, Healthcare and Medical Sales"
Id-19128,"Pharmaceutical, Healthcare and Medical Sales"
Id-19135,Clinical Research
Id-19136,Science
Id-19138,Clinical Research
Id-19139,"Pharmaceutical, Healthcare and Medical Sales"
